"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITG2","Sardegna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y15-29","15-29 anni","2023","2023",40.648,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",1975.168,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q2","T2-2018",1880.484,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q1","T1-2018",1931.409,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q4","T4-2018",2005.374,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q3","T3-2018",2083.404,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",1859.867,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q1","T1-2019",1893.503,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q2","T2-2019",1778.16,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q4","T4-2019",1854.671,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q3","T3-2019",1913.131,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",2013.9,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q2","T2-2020",2049.378,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q1","T1-2020",1938.361,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q3","T3-2020",2057.321,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q4","T4-2020",2010.538,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",1887.933,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",1558.755,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",1365.257,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q1","T1-2021",2013.304,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q2","T2-2021",1862.643,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q3","T3-2021",1864.457,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q4","T4-2021",1811.327,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q1","T1-2022",1713.721,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q2","T2-2022",1545.485,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q3","T3-2022",1489.969,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q4","T4-2022",1485.844,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q1","T1-2023",1401.709,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q2","T2-2023",1336.223,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q3","T3-2023",1405.577,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q4","T4-2023",1317.52,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q1","T1-2024",1298.026,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q2","T2-2024",1235.221,,
"IT","Italia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q3","T3-2024",1364.769,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",565.398,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q2","T2-2018",518.717,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q1","T1-2018",554.789,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q4","T4-2018",577.89,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q3","T3-2018",610.195,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",521.994,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q1","T1-2019",512.191,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q2","T2-2019",482.628,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q4","T4-2019",537.14,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q3","T3-2019",556.019,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",629.242,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q2","T2-2020",619.376,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q1","T1-2020",565.127,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q3","T3-2020",685.549,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q4","T4-2020",646.916,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",604.008,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",487.338,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",412.38,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q1","T1-2021",628.245,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q2","T2-2021",586.201,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q3","T3-2021",612.986,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q4","T4-2021",588.601,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q1","T1-2022",553.741,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q2","T2-2022",489.946,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q3","T3-2022",469.719,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q4","T4-2022",435.945,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q1","T1-2023",406.191,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q2","T2-2023",414.004,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q3","T3-2023",444.391,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q4","T4-2023",384.934,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q1","T1-2024",382.403,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q2","T2-2024",359.668,,
"ITCD","Nord","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q3","T3-2024",403.198,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",339.758,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q2","T2-2018",315.768,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q1","T1-2018",327.386,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q4","T4-2018",347.357,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q3","T3-2018",368.523,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",320.203,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q1","T1-2019",314.705,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q2","T2-2019",299.096,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q4","T4-2019",326.309,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q3","T3-2019",340.701,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",392.958,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q2","T2-2020",392.054,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q1","T1-2020",350.259,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q3","T3-2020",430.117,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q4","T4-2020",399.4,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",379.712,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",294.769,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",238.421,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q1","T1-2021",396.916,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q2","T2-2021",379.314,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q3","T3-2021",387.678,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q4","T4-2021",354.938,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q1","T1-2022",326.554,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q2","T2-2022",293.594,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q3","T3-2022",290.768,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q4","T4-2022",268.16,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q1","T1-2023",229.975,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q2","T2-2023",235.206,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q3","T3-2023",268.659,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q4","T4-2023",219.844,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q1","T1-2024",214.281,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q2","T2-2024",211.092,,
"ITC","Nord-ovest","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q3","T3-2024",253.358,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",97.926,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",90.081,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",109.336,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",102.414,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",83.926,,
"ITC1","Piemonte","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",67.393,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",2.637,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",2.379,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",2.873,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",2.949,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",2.49,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",1.726,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",37.116,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",33.292,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",38.011,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",36.428,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",26.571,,
"ITC3","Liguria","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",22.308,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",202.079,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",194.451,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",242.738,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",237.921,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",181.781,,
"ITC4","Lombardia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",146.994,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",225.64,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q2","T2-2018",202.949,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q1","T1-2018",227.404,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q4","T4-2018",230.533,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018-Q3","T3-2018",241.672,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",201.792,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q1","T1-2019",197.486,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q2","T2-2019",183.533,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q4","T4-2019",210.831,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019-Q3","T3-2019",215.318,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",236.284,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q2","T2-2020",227.322,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q1","T1-2020",214.868,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q3","T3-2020",255.432,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020-Q4","T4-2020",247.516,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",224.296,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",192.569,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",173.959,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q1","T1-2021",231.329,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q2","T2-2021",206.887,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q3","T3-2021",225.307,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021-Q4","T4-2021",233.663,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q1","T1-2022",227.188,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q2","T2-2022",196.352,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q3","T3-2022",178.951,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022-Q4","T4-2022",167.785,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q1","T1-2023",176.215,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q2","T2-2023",178.798,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q3","T3-2023",175.732,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023-Q4","T4-2023",165.09,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q1","T1-2024",168.122,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q2","T2-2024",148.576,,
"ITD","Nord-est","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2024-Q3","T3-2024",149.84,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",19.769,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",17.739,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",22.128,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",24.608,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",17.355,,
"ITDA","Trentino Alto Adige / Südtirol","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",14.894,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",8.766,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",7.744,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",10.379,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",11.114,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",8.202,,
"ITD1","Provincia Autonoma Bolzano / Bozen","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",7.01,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",11.002,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",9.995,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",11.749,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",13.494,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",9.153,,
"ITD2","Provincia Autonoma Trento","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",7.884,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",97.048,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",81.832,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",99.283,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",89.183,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",82.668,,
"ITD3","Veneto","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",73.769,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",22.012,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2019","2019",20.634,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2020","2020",20.791,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2021","2021",23.608,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2022","2022",20.298,,
"ITD4","Friuli-Venezia Giulia","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2023","2023",17.591,,
"ITD5","Emilia-Romagna","NEET","giovani Neet di 15-34 anni (non occupati e non in istruzione)","Y18-29","18-29 anni","2018","2018",86.811,,
