STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),severity,Severity (days lost),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2018,,2.74,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2019,,3.53,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2020,,2.54,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2021,,3.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,FR,France,2022,,3.49,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2010,,2.45,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2011,,2.69,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2012,,3.87,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2013,,2.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2014,,1.94,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2015,,2.16,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2016,,2.37,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2017,,2.63,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2018,,3.04,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2019,,2.96,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2020,,2.89,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2021,,2.18,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HR,Croatia,2022,,2.93,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2010,,2.61,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2011,,2.41,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2012,,1.68,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2013,,1.4,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2014,,2.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2015,,2.29,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2016,,2.14,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2017,,2.01,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2018,,1.97,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2019,,2.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2020,,1.63,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2021,,2.01,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,HU,Hungary,2022,,1.7,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2010,,2.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2011,,2.65,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2012,,2.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2013,,2.13,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2014,,2.46,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2015,,2.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2016,,2.24,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2017,,1.87,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2018,,1.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2019,,1.77,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2020,,1.79,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2021,,1.42,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IE,Ireland,2022,,0.97,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2011,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2012,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2013,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2014,,1.14,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2015,,1.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2016,,2.1,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2017,,1.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2018,,1.51,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2019,,0.99,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2020,,1.54,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2021,,0,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IS,Iceland,2022,,0.43,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2010,,3.09,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2011,,2.71,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2012,,2.64,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2013,,2.31,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2014,,2.34,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2015,,2.42,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2016,,2.11,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2017,,2.1,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2018,,2.25,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2019,,2.1,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2020,,3.39,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2021,,2.66,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,IT,Italy,2022,,2.03,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2010,,4.02,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2011,,4.06,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2012,,4.98,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2013,,4.49,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2014,,4.74,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2015,,3.84,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2016,,3.69,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2017,,2.77,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2018,,3.05,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2019,,3.01,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2020,,3.17,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2021,,3.75,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LT,Lithuania,2022,,2.38,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2010,,3.82,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2011,,2.73,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2012,,3.38,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2013,,1.6,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2014,,4.02,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2015,,3.3,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2016,,6.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2017,,2.7,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2018,,4.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2019,,3.13,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2020,,1.71,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2021,,1.71,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LU,Luxembourg,2022,,2.78,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2010,,2.74,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2011,,4.21,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2012,,4.12,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2013,,3.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2014,,4.5,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2015,,3.32,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2016,,4.22,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2017,,2.29,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2018,,3.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2019,,2.78,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2020,,2.47,,b,break in time series,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2021,,4.29,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,LV,Latvia,2022,,2.98,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2010,,1.83,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2011,,0.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2012,,4.59,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2013,,2.27,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2014,,2.2,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2015,,2.69,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2016,,3.65,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2017,,0.45,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2018,,1.68,,,,,
dataflow,ESTAT:SDG_08_60(1.0),"Fatal accidents at work per 100 000 workers, by sex",A,Annual,RT_INC,Incidence rate,T,Total,TOTAL,Total - all NACE activities,FAT,Fatal,MT,Malta,2019,,1.18,,,,,
